Date,코스피_Close,코스피_Open,코스피_High,코스피_Low,코스피_Volume,코스피_Change,코스닥_Close,코스닥_Open,코스닥_High,코스닥_Low,코스닥_Volume,코스닥_Change,네이버_Open,네이버_High,네이버_Low,네이버_Close,네이버_Volume,네이버_Change,카카오_Open,카카오_High,카카오_Low,카카오_Close,카카오_Volume,카카오_Change,삼성전자_Open,삼성전자_High,삼성전자_Low,삼성전자_Close,삼성전자_Volume,삼성전자_Change
2021-01-04,2944.45,2874.5,2946.54,2869.11,1030000000.0,0.024700000000000003,977.62,968.86,977.62,960.52,1700000000.0,0.0095,291500,294000,285500,293000,947178,0.0017094017094017033,78680,79583,77375,79483,853740,0.016679671011397,81000,84400,80200,83000,38655276,0.024691358024691468
2021-01-05,2990.57,2943.67,2990.57,2921.84,1520000000.0,0.015700000000000002,985.76,976.43,985.76,965.53,1810000000.0,0.0083,291500,292500,286500,292500,912657,-0.0017064846416382506,78880,79381,77676,78881,748559,-0.007573946630097028,81600,83900,81600,83900,35335669,0.010843373493975905
2021-01-06,2968.21,2993.34,3027.16,2961.37,1790000000.0,-0.0075,981.39,987.25,990.88,977.37,1980000000.0,-0.0044,292500,300500,289500,290000,1375856,-0.008547008547008517,79282,82291,79181,79383,1435715,0.006364016683358509,83300,84500,82100,82200,42089013,-0.020262216924910592
2021-01-07,3031.68,2980.75,3055.28,2980.75,1520000000.0,0.021400000000000002,988.86,983.28,993.91,982.27,2260000000.0,0.0076,288500,292000,286500,289500,1155734,-0.0017241379310344307,80687,80987,78880,80788,775191,0.017699003564995097,82800,84200,82700,82900,32644642,0.008515815085158085
2021-01-08,3152.18,3040.11,3161.11,3040.11,1300000000.0,0.0397,987.79,990.7,995.22,978.12,2560000000.0,-0.0011,293500,312000,290000,312000,3175396,0.07772020725388606,82896,87512,81189,87111,2466715,0.07826657424369965,83300,90000,83000,88800,59013307,0.07117008443908324
2021-01-11,3148.45,3161.9,3266.23,3096.19,1710000000.0,-0.0012,976.63,988.38,993.2,953.36,2200000000.0,-0.0113,320000,323500,301000,309000,2765169,-0.009615384615384581,88515,92929,86106,90924,3157747,0.04377173950476987,90000,96800,89500,91000,90306177,0.024774774774774855
2021-01-12,3125.95,3145.87,3154.79,3047.56,1390000000.0,-0.0070999999999999995,973.72,977.14,982.46,956.72,1740000000.0,-0.003,305000,308500,292500,304000,1573299,-0.016181229773462813,89518,92327,86909,91827,1577872,0.009931371255114119,90300,91400,87800,90600,48682416,-0.00439560439560438
2021-01-13,3148.29,3128.26,3164.37,3109.63,1580000000.0,0.0070999999999999995,979.13,974.14,982.66,972.1,1640000000.0,0.005600000000000001,306000,317500,304000,314000,1894304,0.03289473684210531,92026,92729,90221,91225,806402,-0.006555806026549926,89800,91200,89100,89700,36068848,-0.009933774834437137
2021-01-14,3149.93,3148.65,3159.03,3128.72,1230000000.0,0.0005,980.29,979.1,980.29,973.63,1740000000.0,0.0012,318500,326000,314000,318000,1548585,0.01273885350318471,91123,92929,90321,90623,802076,-0.006599068237873373,88700,90000,88700,89700,26393970,0.0
2021-01-15,3085.9,3153.84,3189.9,3085.9,1330000000.0,-0.0203,964.44,981.72,982.31,963.09,1840000000.0,-0.016200000000000003,320500,323000,305500,306000,1106810,-0.037735849056603765,90722,92127,87611,87813,995726,-0.031007580856956873,89800,91800,88000,88000,33431809,-0.018952062430323324
2021-01-18,3013.93,3079.9,3079.9,3003.89,1470000000.0,-0.0233,944.67,963.18,967.05,940.11,2040000000.0,-0.020499999999999997,304500,308500,300000,300500,864969,-0.017973856209150374,87010,88616,85706,85806,839984,-0.022855385876806356,86600,87300,84100,85000,43227951,-0.03409090909090906
2021-01-19,3092.66,3013.05,3107.0,3011.32,1350000000.0,0.026099999999999998,957.75,945.33,962.14,936.93,2109999999.9999998,0.0138,303500,310500,299500,308000,880238,0.024958402662229595,85906,89218,85906,88315,583997,0.02924037946064373,84500,88000,83600,87000,39895044,0.0235294117647058
2021-01-20,3114.55,3115.04,3145.01,3077.15,1190000000.0,0.0070999999999999995,977.66,959.52,978.88,959.52,2440000000.0,0.0208,313500,313500,302000,308000,885472,0.0,89921,90322,87713,89118,596340,0.00909245315065399,89000,89000,86500,87200,25211127,0.0022988505747125743
2021-01-21,3160.84,3123.27,3163.21,3123.27,1360000000.0,0.0149,981.4,979.82,984.98,975.62,2000000000.0,0.0038,316500,326000,316000,322500,1941446,0.04707792207792205,90824,92530,90724,91125,679093,0.022520702888305433,87500,88600,86500,88100,25318011,0.010321100917431103
2021-01-22,3140.63,3163.83,3185.26,3140.6,1110000000.0,-0.0064,979.98,982.2,984.67,975.05,2290000000.0,-0.0014000000000000002,332000,350000,326000,343500,3303950,0.06511627906976747,91525,95539,90823,92931,1162395,0.019818930041152205,89000,89700,86800,86800,30861661,-0.014755959137343955
2021-01-25,3208.99,3144.01,3212.22,3142.8,1090000000.0,0.0218,999.3,981.05,999.64,981.05,1850000000.0,0.0197,349000,353000,340000,349000,1593848,0.01601164483260553,94738,95440,92329,95039,720170,0.022683496357512656,87000,89900,86300,89400,27258534,0.02995391705069128
2021-01-26,3140.31,3203.96,3209.18,3132.67,873020000.0,-0.021400000000000002,994.0,1000.0,1007.52,989.03,2650000000.0,-0.0053,350500,351000,338000,342000,1247284,-0.02005730659025784,96143,96143,92430,92530,812266,-0.026399688548911504,88800,89200,86500,86700,33178936,-0.030201342281879207
2021-01-27,3122.56,3143.46,3182.53,3118.89,924580000.0,-0.005699999999999999,985.92,996.42,1000.75,984.37,2860000000.0,-0.008100000000000001,347000,352000,339500,341500,1149246,-0.0014619883040936088,92931,95741,92530,93333,719814,0.008678266508159505,86600,87700,85600,85600,26423070,-0.012687427912341454
2021-01-28,3069.05,3114.98,3114.98,3046.64,1310000000.0,-0.0171,961.23,980.7,980.7,957.17,1950000000.0,-0.025,336000,366000,335000,355000,2285696,0.039531478770131745,91125,94035,90724,91928,921812,-0.015053625191518538,83200,85600,83200,83700,31859808,-0.02219626168224298
2021-01-29,2976.21,3078.73,3100.22,2962.7,995070000.0,-0.030299999999999997,928.73,963.58,970.95,918.68,2190000000.0,-0.0338,362000,362000,340500,343000,1607894,-0.033802816901408406,92329,92430,87512,88516,1070093,-0.037116003829083644,84500,85000,82000,82000,39615978,-0.020310633213859064
2021-02-01,3056.53,2976.81,3056.87,2947.24,969260000.0,0.027000000000000003,956.92,927.92,957.26,918.92,1550000000.0,0.0304,346500,352500,341500,348000,988630,0.014577259475218707,87512,88917,85304,88616,910101,0.0011297392561797626,81700,83400,81000,83000,28046832,0.012195121951219523
2021-02-02,3096.81,3065.56,3138.95,3065.56,887310000.0,0.0132,963.81,958.85,972.35,953.72,1960000000.0,0.0072,358000,373000,353000,362500,1951062,0.04166666666666674,90322,91727,89017,89419,662905,0.00906156901688182,84100,86400,83700,84400,26302077,0.01686746987951815
2021-02-03,3129.68,3108.42,3142.26,3091.85,901790000.0,0.0106,970.69,965.99,970.85,958.47,1910000000.0,0.0070999999999999995,366500,371000,361000,370500,1197680,0.022068965517241468,90422,92730,89720,92731,758097,0.03703910801954846,84800,85400,83400,84600,22112205,0.0023696682464455776
2021-02-04,3087.55,3135.02,3135.02,3068.46,1460000000.0,-0.013500000000000002,964.58,970.93,970.95,958.05,2160000000.0,-0.0063,368000,368500,356000,358000,1160116,-0.03373819163292846,92929,92929,90120,91225,516837,-0.016240523665225215,83500,83800,82100,82500,24171688,-0.024822695035460973
2021-02-05,3120.63,3098.49,3124.62,3081.78,1190000000.0,0.010700000000000001,967.42,965.61,970.6,961.26,1990000000.0,0.0029,363500,371500,356500,362500,982325,0.012569832402234526,91727,92530,89820,91326,408416,0.0011071526445600721,83100,84000,82500,83500,18036835,0.0121212121212122
2021-02-08,3091.24,3113.63,3128.54,3085.59,1280000000.0,-0.009399999999999999,960.78,966.94,968.03,956.93,2130000000.0,-0.0069,361500,364500,357000,357500,712484,-0.01379310344827589,91325,92729,90321,91727,516115,0.004390863499988962,83800,84200,83000,83000,15338765,-0.005988023952095856
2021-02-09,3084.67,3102.25,3129.66,3084.67,2150000000.0,-0.0021,957.85,961.31,966.22,957.69,3200000000.0,-0.003,359500,362000,355000,358500,667655,0.002797202797202747,92329,93835,90824,92530,735565,0.008754238119637714,84000,84800,82700,82700,20898332,-0.0036144578313253017
2021-02-10,3100.58,3088.13,3111.88,3064.25,2150000000.0,0.0052,964.31,958.45,964.66,951.21,2810000000.0,0.0067,365000,368500,359000,366500,1147417,0.02231520223152028,93533,98449,93533,98250,1814483,0.0618177888252458,82600,82600,81600,81600,23025766,-0.013301088270858519
2021-02-15,3147.0,3108.7,3156.56,3108.7,1600000000.0,0.015,981.97,965.83,982.78,965.83,3030000000.0,0.0183,383500,387999,378000,385500,1172475,0.05184174624829474,100156,101360,98751,100759,1052548,0.025536895674300286,83800,84500,83300,84200,23529706,0.031862745098039325
2021-02-16,3163.25,3151.85,3180.94,3145.84,1940000000.0,0.0052,977.74,982.81,987.89,974.3,2990000000.0,-0.0043,391500,405000,390000,394000,1567108,0.02204928664072625,101161,104172,100258,103168,1076048,0.023908534225230538,84500,86000,84200,84900,20483100,0.008313539192398967
2021-02-17,3133.73,3162.95,3162.95,3115.48,1780000000.0,-0.009300000000000001,979.77,977.93,979.9,970.55,5070000000.0,0.0021,396500,396500,386000,392000,1161595,-0.005076142131979711,103367,103367,100959,102164,562572,-0.009731699751861056,83900,84200,83000,83200,18307735,-0.020023557126030656
2021-02-18,3086.66,3131.74,3140.4,3086.66,1860000000.0,-0.015,967.42,980.01,981.83,967.42,4410000000.0,-0.0126,391500,400000,386500,388000,1020222,-0.010204081632653073,101562,103770,100559,100559,466922,-0.01571003484593403,83200,83600,82100,82100,21327683,-0.013221153846153855
2021-02-19,3107.62,3089.96,3109.67,3040.28,3460000000.0,0.0068000000000000005,965.11,967.65,968.92,944.74,4390000000.0,-0.0024,387000,398500,385500,398000,1047043,0.025773195876288568,99756,101562,98351,101161,695664,0.005986535267852755,82300,82800,81000,82600,25880879,0.006090133982947554
2021-02-22,3079.75,3114.03,3142.48,3079.16,1830000000.0,-0.009000000000000001,954.29,965.55,969.96,953.48,2730000000.0,-0.011200000000000002,400000,405500,384500,386500,1289395,-0.028894472361809087,101360,102363,98350,98451,640993,-0.026788979942863334,83800,84200,82200,82200,25419886,-0.004842615012106588
2021-02-23,3070.09,3069.26,3094.29,3035.46,2360000000.0,-0.0031,936.6,952.23,952.23,934.35,3390000000.0,-0.018500000000000003,379000,394500,378499,390500,1017577,0.010349288486416475,96645,98852,95741,97749,665417,-0.0071304506810494495,81200,82900,81100,82000,20587314,-0.0024330900243308973
2021-02-24,2994.98,3070.58,3092.05,2993.46,1560000000.0,-0.0245,906.31,936.8,944.71,906.31,3620000000.0,-0.0323,389500,391500,374000,374000,1078485,-0.04225352112676062,97749,98853,94838,95039,667209,-0.02772406878842748,81800,83600,81300,82000,26807651,0.0
2021-02-25,3099.69,3026.47,3099.8,3026.47,1280000000.0,0.035,936.21,910.15,936.94,910.15,2450000000.0,0.033,380500,384500,374500,383000,757476,0.02406417112299475,95942,97247,95039,97247,562549,0.023232567682740735,84000,85400,83000,85300,34155986,0.040243902439024426
2021-02-26,3012.95,3089.49,3089.49,2988.28,1360000000.0,-0.027999999999999997,913.94,930.54,930.54,904.18,2640000000.0,-0.023799999999999998,372000,378499,368500,375000,1170208,-0.02088772845953002,99854,100757,96443,97949,1617276,0.007218731683239499,82800,83400,82000,82500,38520800,-0.03282532239155922
2021-03-02,3043.87,3021.68,3096.5,3020.74,1750000000.0,0.0103,923.17,919.17,936.61,914.49,2960000000.0,0.0101,389000,390000,375500,377500,1240322,0.006666666666666599,100157,101161,98351,98652,922034,0.007177204463547415,85100,85300,83000,83600,33498180,0.01333333333333342
2021-03-03,3082.99,3041.2,3083.04,3029.37,2240000000.0,0.0129,930.8,922.52,930.86,920.07,3390000000.0,0.0083,379000,399500,377500,399500,1287551,0.05827814569536427,98450,99353,97948,99053,528321,0.0040647934152373555,83500,84000,82800,84000,19882132,0.004784688995215225
2021-03-04,3043.49,3076.88,3076.88,3022.54,1280000000.0,-0.0128,926.2,929.09,929.09,916.75,2450000000.0,-0.0049,392000,401000,389000,391500,1585134,-0.020025031289111372,97847,98349,96543,96745,694890,-0.023300657223910393,82600,83200,82200,82400,24348331,-0.01904761904761909
2021-03-05,3026.26,3036.16,3036.98,2982.45,1190000000.0,-0.005699999999999999,923.48,923.32,924.42,907.41,2170000000.0,-0.0029,386000,386500,371000,377500,1594386,-0.03575989782886335,94135,95137,92930,94537,712633,-0.022822884903612617,81100,82600,81100,82100,20508971,-0.00364077669902918
2021-03-08,2996.11,3031.99,3055.65,2992.64,1930000000.0,-0.01,904.77,925.19,931.14,904.62,3320000000.0,-0.0203,382000,386000,366500,368500,1031748,-0.02384105960264904,94738,95240,91125,91125,681524,-0.036091688968340474,82900,83000,81600,82000,17641256,-0.0012180267965895553
2021-03-09,2976.12,2989.96,3000.49,2929.36,1530000000.0,-0.0067,896.36,904.04,904.04,877.73,3510000000.0,-0.009300000000000001,366500,371500,350000,361500,1313900,-0.018995929443690662,90021,90623,87211,88516,1068670,-0.028631001371742126,81400,81900,80600,81400,25420764,-0.007317073170731714
2021-03-10,2958.12,2980.76,3013.95,2951.53,905650000.0,-0.006,890.07,900.19,911.04,890.07,2880000000.0,-0.006999999999999999,373000,378000,368000,372000,946917,0.029045643153526868,90823,93230,90120,92329,899669,0.043076957838130925,82400,82500,80700,80900,20038422,-0.00614250614250611
2021-03-11,3013.7,2964.3,3028.37,2964.3,1350000000.0,0.018799999999999997,908.01,890.97,908.01,890.97,2420000000.0,0.0202,372500,377500,366000,373500,1024741,0.0040322580645162365,92430,97247,91727,96143,928091,0.04130879788582131,81000,82500,81000,82000,23818297,0.013597033374536549
2021-03-12,3054.39,3030.73,3061.43,3030.73,1670000000.0,0.013500000000000002,925.49,910.41,925.9,910.41,2860000000.0,0.019299999999999998,396000,396000,378499,380500,969276,0.018741633199464536,98148,98349,95740,96544,435063,0.004170870474189403,83100,83500,82400,82800,13530573,0.009756097560975618
2021-03-15,3045.71,3057.06,3065.17,3036.14,1160000000.0,-0.0028000000000000004,926.9,926.04,929.69,921.71,2340000000.0,0.0015,382000,385500,377499,383000,609496,0.006570302233902758,96344,96745,94738,96143,345981,-0.004153546569439892,82800,82900,81800,81800,13735798,-0.012077294685990392
2021-03-16,3067.17,3049.23,3071.54,3049.23,1120000000.0,0.006999999999999999,940.65,928.17,941.0,928.17,3370000000.0,0.0148,384500,389500,384000,385500,574082,0.006527415143603221,96544,97347,95942,96143,270853,0.0,82200,83000,82100,82800,12293537,0.012224938875305513
2021-03-17,3047.5,3067.76,3069.57,3027.2,814990000.0,-0.0064,943.78,941.2,943.78,935.11,2760000000.0,0.0033,388000,391500,380500,383500,1200355,-0.005188067444876765,96142,98549,95941,97347,403953,0.012523012595820893,82800,82900,82000,82300,11625146,-0.006038647342995196
2021-03-18,3066.01,3054.93,3090.19,3054.93,1230000000.0,0.0060999999999999995,949.83,945.11,953.1,945.11,2060000000.0,0.0064,388500,410000,386499,403500,1818409,0.052151238591916504,98049,101159,97547,99956,771697,0.02680103136203482,82800,83800,82600,82900,18585244,0.007290400972053357
2021-03-19,3039.53,3063.01,3063.01,3022.49,1070000000.0000001,-0.0086,952.11,946.61,953.06,935.27,1660000000.0,0.0024,397000,407500,394999,402000,1258199,-0.0037174721189591198,98050,99755,97146,98853,516981,-0.01103485533634796,82100,82500,81800,81900,15869700,-0.012062726176115812
2021-03-22,3035.46,3040.01,3048.11,3019.6,915740000.0,-0.0013,955.38,953.04,957.52,948.77,1780000000.0,0.0034000000000000002,402500,405500,393000,396500,911358,-0.013681592039801016,98953,99654,97949,99154,315035,0.0030449252931119553,82000,82300,81700,82000,12670506,0.0012210012210012167
2021-03-23,3004.74,3038.25,3058.79,3003.05,1330000000.0,-0.0101,946.31,956.1,962.65,945.97,2040000000.0,-0.0095,396999,399000,384000,386000,1167110,-0.02648171500630514,99553,100958,97447,98451,379964,-0.007089981241301446,82600,82900,81800,81800,13299907,-0.0024390243902439046
2021-03-24,2996.35,2996.32,3006.54,2971.04,978430000.0,-0.0028000000000000004,953.82,946.23,954.2,939.19,1730000000.0,0.0079,380000,387000,376000,387000,763754,0.002590673575129543,97647,98751,96744,98752,288563,0.003057358482900119,81000,81600,80700,81000,17926638,-0.009779951100244544
2021-03-25,3008.33,2995.67,3024.63,2987.83,940350000.0,0.004,954.99,953.26,955.24,948.34,1750000000.0,0.0012,381500,384000,378000,380000,672585,-0.018087855297157618,98349,98549,96744,97347,388531,-0.014227559948152946,81000,82100,80800,81200,14758826,0.0024691358024691024
2021-03-26,3041.01,3012.79,3041.86,3012.79,1040000000.0,0.0109,956.7,955.68,959.46,951.13,2130000000.0,0.0018,380000,383000,377000,383000,691786,0.007894736842105177,97948,99353,97547,99354,384547,0.020616968165428906,81400,81600,81000,81500,12845778,0.003694581280788256
2021-03-29,3036.04,3047.71,3054.21,3025.39,1290000000.0,-0.0016,954.1,956.88,961.73,952.22,2390000000.0,-0.0027,383499,384000,372000,372000,878014,-0.02872062663185382,99555,99655,97347,97849,349113,-0.015147855144231781,81700,81700,81000,81600,14952134,0.0012269938650306678
2021-03-30,3070.0,3038.44,3074.57,3038.44,1020000000.0,0.011200000000000002,958.06,954.54,959.88,954.54,2029999999.9999998,0.0042,373500,381000,373500,376500,623997,0.012096774193548487,98350,99754,98249,99053,311073,0.012304673527578247,81600,82300,81300,82200,13121698,0.007352941176470562
2021-03-31,3061.42,3073.39,3093.89,3061.4,1150000000.0,-0.0028000000000000004,956.17,958.38,961.02,954.17,1850000000.0,-0.002,379500,383000,377000,377000,568103,0.0013280212483399723,99153,101360,98550,99956,503036,0.009116331660828036,82400,82700,81400,81400,17240518,-0.009732360097323589
2021-04-01,3087.4,3073.77,3090.88,3069.68,922680000.0,0.0085,965.78,956.87,965.81,954.93,2009999999.9999998,0.0101,375499,379000,372000,378500,547402,0.003978779840848823,100357,101159,98751,100157,412423,0.0020108847893072213,82500,83000,82000,82900,18676461,0.01842751842751844
2021-04-02,3112.8,3104.72,3121.58,3101.6,792700000.0,0.008199999999999999,970.09,967.56,971.17,966.34,2330000000.0,0.0045000000000000005,381500,382500,378000,379500,476668,0.0026420079260238705,101964,101964,100157,100559,298641,0.004013698493365414,84000,85200,83900,84800,22997538,0.022919179734619988
2021-04-05,3120.83,3121.23,3127.2,3101.86,1080000000.0,0.0026,969.77,971.04,973.57,966.52,1930000000.0,-0.0003,379500,379999,374500,377000,421508,-0.006587615283267456,100959,101360,100357,100759,310400,0.00198888214878834,85800,86000,84800,85400,16255990,0.007075471698113178
2021-04-06,3127.08,3123.8,3139.29,3110.19,1280000000.0,0.002,968.63,971.11,974.14,964.62,2410000000.0,-0.0012,378500,391000,378000,388500,997518,0.0305039787798409,101561,109389,101361,109189,1724958,0.08366498278069456,86200,86200,85100,86000,19042023,0.007025761124121788
2021-04-07,3137.41,3129.07,3146.19,3125.33,1980000000.0,0.0033,973.22,969.3,974.11,968.35,2040000000.0,0.004699999999999999,390500,391000,381500,384500,578490,-0.01029601029601035,109188,109188,105576,108788,820896,-0.0036725311157717044,86100,86200,85400,85600,17885538,-0.0046511627906976605
2021-04-08,3143.26,3137.25,3145.81,3122.09,1360000000.0,0.0019,982.02,974.14,982.04,969.53,1910000000.0,0.009000000000000001,384500,387000,380000,381500,626575,-0.007802340702210642,108185,112600,107181,109992,912514,0.011067397139390422,85700,85700,84100,84700,19244259,-0.010514018691588745
2021-04-09,3131.88,3146.51,3156.04,3125.24,1820000000.0,-0.0036,989.39,983.4,991.17,983.4,1590000000.0,0.0075,382000,385000,381500,383500,469100,0.005242463958060384,111197,112602,110594,112000,788839,0.01825587315441113,84700,84900,83400,83600,18193707,-0.012987012987012991
2021-04-12,3135.59,3134.88,3147.27,3127.91,1050000000.0,0.0012,1000.65,992.31,1000.78,990.32,1910000000.0,0.011399999999999999,384500,393000,383000,385500,680329,0.0052151238591917615,0,0,0,112000,0,0.0,84100,84100,83100,83200,12915282,-0.004784688995215336
2021-04-13,3169.08,3138.21,3173.26,3136.99,1740000000.0,0.010700000000000001,1010.37,1001.0,1010.8,1001.0,3660000000.0,0.0097,384000,389000,381999,388500,586643,0.0077821011673151474,0,0,0,112000,0,0.0,83000,84500,82800,84000,15238206,0.009615384615384581
2021-04-14,3182.38,3169.95,3188.32,3162.12,1780000000.0,0.0042,1014.42,1011.35,1016.06,1009.34,3180000000.0,0.004,391500,398000,390000,391500,757969,0.007722007722007707,0,0,0,112000,0,0.0,84000,84300,83400,84000,13794652,0.0
2021-04-15,3194.33,3180.73,3204.48,3178.99,1310000000.0,0.0038,1013.9,1014.34,1014.72,1008.8,2620000000.0,-0.0005,391500,398500,386500,391000,889538,-0.0012771392081737387,120500,132500,118000,120500,17115015,0.0758928571428572,83700,84500,83400,84100,16377412,0.0011904761904761862
2021-04-16,3198.62,3194.08,3206.76,3185.67,985280000.0,0.0013,1021.62,1015.71,1022.36,1014.4,2069999999.9999998,0.0076,394500,395000,391000,391500,423962,0.0012787723785165905,115500,120500,115500,119000,13709555,-0.012448132780082943,84700,84700,83600,83900,15429522,-0.0023781212841854638
2021-04-19,3198.84,3201.11,3214.45,3193.4,1060000000.0,0.0001,1029.46,1022.06,1032.64,1020.58,2009999999.9999998,0.0077,391500,393500,388500,390000,449064,-0.003831417624521105,119999,122000,117500,119000,5441693,0.0,83800,84000,83300,83300,15287311,-0.007151370679380209
2021-04-20,3220.7,3198.31,3220.82,3195.96,1300000000.0,0.0068000000000000005,1031.88,1029.18,1031.9,1025.48,1770000000.0,0.0024,389000,391500,387500,391000,417892,0.002564102564102555,119000,120999,118000,119500,2952174,0.004201680672268893,83300,84000,83100,83900,15521965,0.007202881152460927
2021-04-21,3171.66,3214.24,3214.24,3165.49,1770000000.0,-0.0152,1022.22,1031.26,1031.26,1019.59,2890000000.0,-0.009399999999999999,389000,389000,380500,380500,835828,-0.026854219948849067,119500,119500,117000,118000,4461636,-0.012552301255230103,83300,83500,82500,82600,21636079,-0.015494636471990453
2021-04-22,3177.52,3174.52,3196.97,3174.52,1750000000.0,0.0018,1025.71,1023.65,1029.8,1023.43,4090000000.0,0.0034000000000000002,382000,384500,380000,380500,394350,0.0,118000,119500,117500,117500,2279180,-0.004237288135593209,82900,83000,82400,82400,13934746,-0.002421307506053294
2021-04-23,3186.1,3173.47,3188.7,3146.54,2250000000.0,0.0027,1026.82,1024.29,1029.79,1018.87,4099999999.9999995,0.0011,377500,379500,374000,378000,505140,-0.006570302233902758,116500,118500,114500,117500,2473720,0.0,81900,82900,81600,82800,17805080,0.004854368932038833
2021-04-26,3217.53,3191.34,3217.53,3191.34,1300000000.0,0.009899999999999999,1030.06,1027.4,1030.6,1025.73,2930000000.0,0.0032,376500,379000,374500,377500,484369,-0.001322751322751281,118000,118000,117500,118000,1729458,0.004255319148936065,82900,83500,82600,83500,15489938,0.008454106280193274
2021-04-27,3215.42,3218.3,3223.05,3203.25,1530000000.0,-0.0007000000000000001,1021.01,1030.29,1031.95,1019.81,3410000000.0,-0.0088,378000,381500,376000,380000,392509,0.0066225165562914245,118500,124500,118500,121500,5332544,0.029661016949152463,83200,83300,82500,82900,12941533,-0.007185628742514938
2021-04-28,3181.47,3217.21,3219.69,3176.55,1410000000.0,-0.0106,998.27,1021.13,1021.13,995.96,3240000000.0,-0.0223,381500,382000,373000,373500,485971,-0.017105263157894735,121500,122000,119000,119500,2276272,-0.016460905349794275,83200,83200,82100,82100,15596759,-0.00965018094089265
2021-04-29,3174.07,3184.75,3200.41,3161.06,1220000000.0,-0.0023,990.69,999.01,1004.57,983.73,1930000000.0,-0.0076,373500,377500,366000,366500,743106,-0.018741633199464536,120000,120500,115500,117000,3445462,-0.02092050209205021,82400,82500,81500,81700,20000973,-0.00487210718635811
2021-04-30,3147.86,3176.43,3179.43,3143.38,1360000000.0,-0.0083,983.45,991.08,995.74,975.66,1470000000.0,-0.0073,366000,366000,353500,359500,1028215,-0.019099590723055893,117000,117000,113000,113500,4405688,-0.02991452991452992,81900,82100,81500,81500,18673197,-0.002447980416156681
